Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
12/5/16,Chevron,CHEVRON 0092038 SAN MATEO CA,28.92,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
12/4/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,15.12,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/4/16,Amazon,Amazon.com AMZN.COM/BILLWA,34.87,debit,Shopping,Costco Anywhere Visa Card by Citi,,
12/4/16,Ramen Dojo,RAMEN DOJO SAN MATEO CA,55.91,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
12/4/16,Amazon,AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA,27.24,debit,Shopping,Costco Anywhere Visa Card by Citi,,
12/4/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,67.47,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/4/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,2.99,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/3/16,Venmo,VENMO            PAYMENT    376674488       WEB ID: 3264681992,431,debit,Mortgage & Rent,CHASE COLLEGE,,
12/3/16,Trader Joe's,TRADER JOE'S #107 QPS PETALUMA CA,32.57,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/2/16,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,30.63,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
12/1/16,Citi Online Web,CITI CARD ONLINE PAYMENT    112186406154956 WEB ID: CITICTP,315.41,debit,Credit Card Payment,CHASE COLLEGE,,
12/1/16,iTunes,APL* ITUNES.COM/BILL 866-712-7753 CA,12.99,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
11/30/16,Venmo,VENMO            PAYMENT    351722608       WEB ID: 3264681992,668,debit,Mortgage & Rent,CHASE COLLEGE,,
11/30/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.17,credit,Income,CHASE COLLEGE,,
11/30/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",315.41,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
11/29/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,81.27,debit,Credit Card Payment,CHASE COLLEGE,,
11/28/16,GameStop,GAMESTOP #4605 SAN BRUNO CA,43.59,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
11/28/16,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,81.27,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
11/28/16,Nintendo Digital,NINTENDO DIGITAL 800-255-3700 WA,23.98,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
11/28/16,Peet's Coffee,PEETS 15902 PETALUMA CA,7.3,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
11/27/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,21.88,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/27/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,59.54,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/26/16,Amazon,Amazon.com AMZN.COM/BILLWA,32.69,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
11/26/16,Valero,PETALUMA VALERO PETALUMA CA,46.96,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
11/26/16,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
11/25/16,O'Reilly Auto Parts,OREILLY AUTO 00031310 LAKEPORT CA,10.79,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
11/25/16,Pantry By Byte,PANTRY BY BYTE FOODS SAN RAFAEL CA,3.25,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/24/16,Peet's Coffee,PEETS 15902 PETALUMA CA,3.7,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
11/22/16,Costco Gas,COSTCO GAS #0422 SOUTH SAN FRACA,37.11,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
11/21/16,Citi Online Web,CITI CARD ONLINE PAYMENT    132175446054036 WEB ID: CITICTP,10.61,debit,Hide from Budgets & Trends,CHASE COLLEGE,,
11/21/16,Citi Online Web,CITI CARD ONLINE PAYMENT    122175445848100 WEB ID: CITICTP,1000,debit,Hide from Budgets & Trends,CHASE COLLEGE,,
11/19/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,79.5,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/18/16,Playstation Network,PLAYSTATION NETWORK 800-345-7669 CA,19.99,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
11/18/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,32.5,debit,Credit Card Payment,CHASE COLLEGE,,
11/18/16,Citi Online Web,CITI CARD ONLINE PAYMENT    112174431576527 WEB ID: CITICTP,103.75,debit,Credit Card Payment,CHASE COLLEGE,,
11/17/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",10.61,credit,Credit Card Payment,Citi Simplicity Card,,
11/17/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",1000,credit,Credit Card Payment,Citi Simplicity Card,,
11/17/16,Ba Electronic,BA ELECTRONIC PAYMENT,32.5,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
11/16/16,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",103.75,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
11/16/16,Citi Online Web,CITI CARD ONLINE PAYMENT    132173373548586 WEB ID: CITICTP,173.93,debit,Credit Card Payment,CHASE COLLEGE,,
11/15/16,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",173.93,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
11/15/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.18,credit,Income,CHASE COLLEGE,,
11/15/16,Online Transfer Mo,Online Transfer 5798495163 to Mom #####7213 transaction #: 57984,50,debit,Entertainment,CHASE COLLEGE,,
11/15/16,Online Transfer Mo,Online Transfer 5798493052 to Mom #####7213 transaction #: 57984,60,debit,Entertainment,CHASE COLLEGE,,
11/15/16,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
11/15/16,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
11/14/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,66.74,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/14/16,Pantry By Byte,PANTRY BY BYTE FOODS SAN RAFAEL CA,7.5,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
11/14/16,Online Transfer Mo,Online Transfer 5796460218 to Mom #####7213 transaction #: 57964,100,debit,Auto Insurance,CHASE COLLEGE,,
11/14/16,ATM Withdrawal,ATM WITHDRAWAL008730  11/12101 WESTE,40,debit,Personal Care,CHASE COLLEGE,,
11/14/16,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Student Loan,CHASE COLLEGE,,
11/13/16,Fuel Westborough,FUEL 24:7 AT WESTBOROUGH SAN FRANCISCOCA,37.01,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
11/13/16,Trader Joe's,TRADER JOE'S #107 QPS PETALUMA CA,31.84,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/8/16,Citi Autopay Ppd,CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP,341,debit,Travel,CHASE COLLEGE,,
11/7/16,Valero,MILLBRAE VALERO MILLBRAE CA,44.21,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
11/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,341,credit,Credit Card Payment,Citi Simplicity Card,,
11/6/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,11.15,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/6/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,82.65,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/5/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,1.59,debit,Groceries,Costco Anywhere Visa Card by Citi,,
11/4/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LGBS0UEOK1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
11/2/16,Citi Online Web,CITI CARD ONLINE PAYMENT    112161247969465 WEB ID: CITICTP,217.11,debit,Credit Card Payment,CHASE COLLEGE,,
11/1/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",217.11,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
10/31/16,Venmo,VENMO            PAYMENT    327140530       WEB ID: 3264681992,458,debit,Mortgage & Rent,CHASE COLLEGE,,
10/31/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,2.49,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/31/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,168.92,debit,Credit Card Payment,CHASE COLLEGE,,
10/31/16,Citi Online Web,CITI CARD ONLINE PAYMENT    122157745071234 WEB ID: CITICTP,607.58,debit,Credit Card Payment,CHASE COLLEGE,,
10/29/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,26.96,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/29/16,Pak N Save,PAK N SAVE 00031161 S SAN FRAN CA,9.99,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/29/16,California Parking San,CALIFORNIA PARKING SAN FRANCISCOCA,30,debit,Parking,Costco Anywhere Visa Card by Citi,,
10/29/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,105.44,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/29/16,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,168.92,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
10/28/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.17,credit,Income,CHASE COLLEGE,,
10/28/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",607.58,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
10/27/16,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,44.72,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
10/26/16,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
10/23/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,17.87,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/21/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,119.52,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/20/16,Valero,MILLBRAE VALERO MILLBRAE CA,47.83,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
10/18/16,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
10/17/16,ATM Withdrawal,ATM WITHDRAWAL003083  10/15101 WESTE,40,debit,Hair,CHASE COLLEGE,,
10/16/16,Eb Grupo Niche,EB GRUPO NICHE IN CON 801-413-7200 CA,96.94,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
10/16/16,A Studios,"USA*A & A STUDIOS, INC CHICAGO IL",5.5,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
10/15/16,Trader Joe's,TRADER JOE'S #107 QPS PETALUMA CA,65.05,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/14/16,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,31.52,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
10/14/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.17,credit,Income,CHASE COLLEGE,,
10/13/16,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
10/12/16,Citi Online Web,CITI CARD ONLINE PAYMENT    122142490378646 WEB ID: CITICTP,71.87,debit,Credit Card Payment,CHASE COLLEGE,,
10/12/16,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Student Loan,CHASE COLLEGE,,
10/11/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,2.29,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/11/16,Safeway,SAFEWAY STORE 00030114 PETALUMA CA,31.71,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
10/11/16,Citi Autopay Ppd,CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP,341,debit,Travel,CHASE COLLEGE,,
10/11/16,ATM Withdrawal,ATM WITHDRAWAL001630  10/08101 WESTE,40,debit,Hair,CHASE COLLEGE,,
10/10/16,S Auto Repair,MOE'S AUTO REPAIR S SAN FRANCISCA,25,debit,Home,Costco Anywhere Visa Card by Citi,,
10/10/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",71.87,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
10/9/16,Chevron,CHEVRON 0094081 PETALUMA CA,44.23,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
10/9/16,Trader Joe's,TRADER JOE'S #107 QPS PETALUMA CA,73.62,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/8/16,Lombardi's Bbq Inc,"LOMBARDI'S BBQ, INC. PETALUMA CA",28.11,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
10/8/16,Peet's Coffee,PEETS 15902 PETALUMA CA,7.5,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
10/7/16,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,42.6,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
10/7/16,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,19.42,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
10/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,341,credit,Credit Card Payment,Citi Simplicity Card,,
10/6/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LEONR1O2D1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
10/4/16,ACS Education Services,ACS Express Pay  ECHECK PAY 703006085813770 WEB ID: 9525011122,120,debit,Student Loan,CHASE COLLEGE,,
10/4/16,Online Transfer Mo,Online Transfer 5706364223 to Mom #####7213 transaction #: 57063,300,debit,Auto Insurance,CHASE COLLEGE,,
10/4/16,ACS Education Services,ACS Express Pay  ECHECK PAY 703206085813770 WEB ID: 9525011122,90,debit,Student Loan,CHASE COLLEGE,,
10/2/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,12.59,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/2/16,Costco,COSTCO WHSE #0475 SOUTH SAN FRACA,48.51,debit,Groceries,Costco Anywhere Visa Card by Citi,,
10/2/16,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,10.77,debit,Gift,Costco Anywhere Visa Card by Citi,,
9/30/16,Venmo,VENMO            PAYMENT    301371149       WEB ID: 3264681992,735,debit,Mortgage & Rent,CHASE COLLEGE,,
9/30/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.17,credit,Income,CHASE COLLEGE,,
9/30/16,Fuel Westborough,FUEL 24:7 AT WESTBOROUGH SAN FRANCISCOCA,42.8,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
9/27/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,543.06,debit,Credit Card Payment,CHASE COLLEGE,,
9/26/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,25.4,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/26/16,Walgreens,WALGREENS #15397 S SAN FRAN CA,3.27,debit,Pharmacy,BankAmericard Travel Rewards Visa Signature,,
9/26/16,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,543.06,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
9/26/16,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
9/24/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,123.86,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/23/16,Kamu Sushi Sf,KAMU SUSHI SOUTH SF CA,86.69,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
9/22/16,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,10.93,debit,Gift,BankAmericard Travel Rewards Visa Signature,,
9/22/16,San Francisco Parking,SO SAN FRANCISCO PARKING SOUTH SAN FRACA,0.75,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
9/21/16,Arco,ARCO PAYPOINT SOUTH SAN FRA CA09/21,42.51,debit,Gas & Fuel,CHASE COLLEGE,,
9/19/16,ATM Withdrawal,ATM WITHDRAWAL001598  09/1710 S EL C,40,debit,Hair,CHASE COLLEGE,,
9/19/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,96.3,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/19/16,Amazon Kindle,Amazon Services-Kindle 866-321-8851 WA,9.74,credit,Books,BankAmericard Travel Rewards Visa Signature,,
9/19/16,Amazon Kindle,Amazon Services-Kindle 866-321-8851 WA,9.74,debit,Books,BankAmericard Travel Rewards Visa Signature,,
9/19/16,7-Eleven,7-ELEVEN 14318 PACIFICA CA,5.9,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/19/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,12.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/16/16,Citi Online Web,CITI CARD ONLINE PAYMENT    112120688914591 WEB ID: CITICTP,281,debit,Travel,CHASE COLLEGE,,
9/16/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LDKAGV7PB1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
9/15/16,Online Transfer Mo,Online Transfer 5664012877 to Mom #####7213 transaction #: 56640,100,debit,Auto Insurance,CHASE COLLEGE,,
9/15/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.17,credit,Income,CHASE COLLEGE,,
9/15/16,Fuel Westborough,FUEL 24:7 AT WESTBOROUGH SAN FRANCISCOCA,46.18,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
9/15/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",281,credit,Credit Card Payment,Citi Simplicity Card,,
9/14/16,Friday's,EB DANCE FRIDAYS LIVE 801-413-7200 CA,20,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
9/13/16,Cold Stone Creamery,COLDSTONE 20755 SAN MATEO CA,4.36,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
9/13/16,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
9/12/16,Fuel Westbor,FUEL 24:7 AT WESTBOR SAN FRANCISCO CA        09/09,40.91,debit,Gas & Fuel,CHASE COLLEGE,,
9/12/16,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Student Loan,CHASE COLLEGE,,
9/12/16,DMV,CA DMV SAN MATEO FO 59 SAN MATEOCA  975789  09/12,15,debit,Auto & Transport,CHASE COLLEGE,,
9/12/16,ATM Withdrawal,ATM WITHDRAWAL005692  09/10101 WESTE,40,debit,Health & Fitness,CHASE COLLEGE,,
9/12/16,Travel,TRAVEL CREDIT C_BANKTRANSACTION,323.08,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
9/10/16,Hourfitannualfee Ca,24HOURFITANNUALFEE 888-900-3194 CA,49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
9/8/16,Citi Autopay Ppd,CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP,60,debit,Travel,CHASE COLLEGE,,
9/8/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,9.47,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/7/16,Transfer from CHASE COLLEGE,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,60,credit,Credit Card Payment,Citi Simplicity Card,,
9/7/16,Venmo Cashout Ppd,VENMO-0          CASHOUTPPD ID: 5264681992,70,credit,Transfer,CHASE COLLEGE,,
9/7/16,Agi Liabilityinsurance Fl,AGI*LIABILITYINSURANCE 800-370-1990 FL,11.75,debit,Financial,BankAmericard Travel Rewards Visa Signature,,
9/6/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,57.38,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/6/16,ATM Fee,NON-CHASE ATM WITHDRAW008720  09/061799 EL C,1.75,debit,ATM Fee,CHASE COLLEGE,,
9/6/16,ATM Withdrawal,NON-CHASE ATM WITHDRAW008720  09/061799 EL C,60,debit,Transfer,CHASE COLLEGE,,
9/6/16,ATM Fee,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,CHASE COLLEGE,,
9/5/16,MTA,CCSF MTA IPS PRKNG METER SAN FRANCISCOCA,2.5,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
9/5/16,MTA,CCSF MTA IPS PRKNG METER SAN FRANCISCOCA,6.25,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
9/5/16,Flyers,FLYERS 219 * SOUTH SAN FRACA,47.89,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
9/5/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,15.35,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/5/16,21ST Amendment Brewery Cafe,21ST AMENDMENT BRE SAN FRANCISCOCA,52.85,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
9/3/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,5.98,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/3/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,34.97,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
9/2/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,13.79,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/31/16,Venmo,VENMO-2          PAYMENT    276789352       WEB ID: 3264681992,232,debit,Mortgage & Rent,CHASE COLLEGE,,
8/30/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1319.71,credit,Income,CHASE COLLEGE,,
8/30/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,429.69,debit,Credit Card Payment,CHASE COLLEGE,,
8/29/16,Ba Electronic,BA ELECTRONIC PAYMENT,429.69,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
8/29/16,Music Concourse Garage,MUSIC CONCOURSE GARAGE 5105994651 CA,12,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
8/29/16,Pak N Save,PAK N SAVE 00031161 S SAN FRAN CA,3.82,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/29/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,31.53,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/29/16,San Francisco Buzz,SQ *SAN FRANCISCO B SAN FRANCISCOCA,24,debit,Printing,BankAmericard Travel Rewards Visa Signature,,
8/27/16,Chevron,CHEVRON 0091035 MILLBRAE CA,45.34,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
8/27/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,123.35,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/27/16,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
8/23/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,17.49,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/22/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,84.07,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/20/16,Prairie Crk Rdwds,PRAIRIE CRK RDWDS SP ORICK CA,16,debit,Uncategorized,BankAmericard Travel Rewards Visa Signature,,
8/20/16,Safeway,SAFEWAY STORE00009654 WILLITS CA,11.98,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/20/16,In-N-Out Burger,IN-N-OUT BURGER #141 MILL VALLEY CA,5.97,debit,Fast Food,BankAmericard Travel Rewards Visa Signature,,
8/20/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,22.21,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/19/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,20.35,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
8/19/16,Peet's Coffee,PEETS 14202 S SAN FRANCISCA,7.2,debit,Coffee Shops,BankAmericard Travel Rewards Visa Signature,,
8/19/16,Chevron,CHEVRON 0094081 PETALUMA CA,27.85,debit,Gas & Fuel,BankAmericard Travel Rewards Visa Signature,,
8/19/16,San Francisco Parking,SO SAN FRANCISCO PARKING SOUTH SAN FRACA,0.5,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
8/18/16,GameStop,GAMESTOP #690 COLMA CA,0.39,debit,Electronics & Software,BankAmericard Travel Rewards Visa Signature,,
8/18/16,Grace Yoga,GRACE YOGA MILLBRAE CA,30,debit,Sports,BankAmericard Travel Rewards Visa Signature,,
8/18/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,1222.72,debit,Credit Card Payment,CHASE COLLEGE,,
8/18/16,Check 1002,Check Paid #1002,9,debit,Auto Insurance,Investor Checking,,
8/17/16,Ba Electronic,BA ELECTRONIC PAYMENT,1222.72,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
8/16/16,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
8/16/16,De Vere's Irish Pub,de Vere's Irish Pub- DaviDavis CA,47.15,debit,Alcohol & Bars,BankAmericard Travel Rewards Visa Signature,,
8/16/16,U-Haul,UHI*U-HAULOCTAVIOS TOWINGDIXON CA,49.98,debit,Home Services,BankAmericard Travel Rewards Visa Signature,,
8/16/16,Dept Education Student,DEPT EDUCATION   STUDENT LN 6LBRN08R1V1     WEB ID: 9102001002,228.68,debit,Student Loan,CHASE COLLEGE,,
8/16/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LBS4947HL1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
8/16/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LBS4941EB1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
